grid_id,LDAC_suitability_elec,LDAC_suitability_gas,LDAC combined
85530823fffffff,2.2,2.2,2.2
85530827fffffff,2.6,2.6,2.6
8553082bfffffff,2.6,2.6,2.6
8553082ffffffff,2.6,2.6,2.6
85530833fffffff,2.2,1.8,2.2
85530837fffffff,2.6,2.2,2.6
8553083bfffffff,2.2,2.2,2.2
85530843fffffff,2.2,2.2,2.2
85530847fffffff,2.2,2.2,2.2
8553084bfffffff,1.8,2.2,2.2
8553084ffffffff,2.2,2.6,2.6
85530853fffffff,1.8,1.8,1.8
85530857fffffff,2.2,1.8,2.2
8553085bfffffff,1.8,1.8,1.8
85530863fffffff,2.2,2.6,2.6
85530867fffffff,2.6,2.6,2.6
8553086bfffffff,2.2,2.2,2.2
8553086ffffffff,2.6,2.2,2.6
85530873fffffff,2.6,2.2,2.6
85530877fffffff,2.6,2.6,2.6
8553087bfffffff,2.2,2.6,2.6
85530883fffffff,2.2,0,2.2
85530887fffffff,2.6,0,2.6
8553088bfffffff,1.8,0,1.8
8553088ffffffff,2.2,0,2.2
85530893fffffff,2.2,0,2.2
85530897fffffff,2.6,0,2.6
8553089bfffffff,2.2,0,2.2
855308a3fffffff,2.6,0,2.6
855308a7fffffff,2.2,0,2.2
855308abfffffff,2.2,0,2.2
855308affffffff,2.6,1.8,2.6
855308b3fffffff,2.6,0,2.6
855308b7fffffff,2.2,0,2.2
855308bbfffffff,2.2,0,2.2
855308c3fffffff,2.2,0,2.2
855308c7fffffff,1.8,0,1.8
855308cbfffffff,2.2,0,2.2
855308cffffffff,1.8,0,1.8
855308d3fffffff,2.2,0,2.2
855308d7fffffff,1.8,0,1.8
855308dbfffffff,2.6,0,2.6
85530903fffffff,2.6,2.6,2.6
85530907fffffff,2.6,2.6,2.6
8553090bfffffff,2.6,2.6,2.6
8553090ffffffff,2.2,2.6,2.6
85530913fffffff,2.6,2.2,2.6
85530917fffffff,2.6,2.6,2.6
8553091bfffffff,2.6,2.6,2.6
85530923fffffff,2.2,2.2,2.2
85530927fffffff,2.2,2.2,2.2
8553092bfffffff,1.8,1.8,1.8
8553092ffffffff,2.2,1.8,2.2
85530933fffffff,2.6,2.6,2.6
85530937fffffff,2.2,2.6,2.6
8553093bfffffff,2.2,2.2,2.2
85530943fffffff,2.6,2.6,2.6
85530947fffffff,2.6,2.2,2.6
8553094bfffffff,2.6,2.2,2.6
8553094ffffffff,2.6,2.2,2.6
85530953fffffff,2.6,2.6,2.6
85530957fffffff,2.6,2.6,2.6
8553095bfffffff,2.6,2.6,2.6
85530963fffffff,2.2,1.8,2.2
85530967fffffff,1.8,1.8,1.8
8553096bfffffff,2.2,0,2.2
8553096ffffffff,2.2,0,2.2
85530973fffffff,2.2,2.2,2.2
85530977fffffff,1.8,2.2,2.2
8553097bfffffff,2.2,1.8,2.2
85530983fffffff,2.6,2.6,2.6
85530987fffffff,2.6,2.2,2.6
8553098bfffffff,2.6,2.2,2.6
8553098ffffffff,2.6,2.6,2.6
85530993fffffff,2.6,2.6,2.6
85530997fffffff,2.2,2.2,2.2
8553099bfffffff,2.6,2.2,2.6
855309a3fffffff,2.2,2.2,2.2
855309a7fffffff,2.6,2.2,2.6
855309abfffffff,2.6,2.6,2.6
855309affffffff,2.6,2.6,2.6
855309b3fffffff,2.6,1.8,2.6
855309b7fffffff,2.6,1.8,2.6
855309bbfffffff,2.2,2.2,2.2
855309c3fffffff,2.2,1.8,2.2
855309c7fffffff,2.6,2.2,2.6
855309cbfffffff,2.6,2.2,2.6
855309cffffffff,2.6,2.2,2.6
855309d3fffffff,2.2,1.8,2.2
855309d7fffffff,2.2,1.8,2.2
855309dbfffffff,2.6,1.8,2.6
85530a03fffffff,2.6,1.8,2.6
85530a07fffffff,2.6,1.8,2.6
85530a0bfffffff,2.6,1.8,2.6
85530a0ffffffff,2.6,0,2.6
85530a13fffffff,2.2,2.2,2.2
85530a17fffffff,2.6,2.2,2.6
85530a1bfffffff,2.2,2.2,2.2
85530a23fffffff,1.8,0,1.8
85530a27fffffff,1.8,0,1.8
85530a2bfffffff,1.8,0,1.8
85530a2ffffffff,1.8,0,1.8
85530a33fffffff,2.2,1.8,2.2
85530a37fffffff,2.2,0,2.2
85530a3bfffffff,2.2,0,2.2
85530a43fffffff,1.8,1.8,1.8
85530a47fffffff,2.2,0,2.2
85530a4bfffffff,1.8,0,1.8
85530a4ffffffff,1.8,0,1.8
85530a53fffffff,1.8,2.2,2.2
85530a57fffffff,2.2,1.8,2.2
85530a5bfffffff,1.8,1.8,1.8
85530a63fffffff,2.2,0,2.2
85530a67fffffff,1.8,0,1.8
85530a6bfffffff,0,0,0
85530a6ffffffff,1.8,0,1.8
85530a73fffffff,2.6,0,2.6
85530a77fffffff,2.2,0,2.2
85530a7bfffffff,2.2,0,2.2
85530a83fffffff,1.8,2.6,2.6
85530a87fffffff,1.8,2.6,2.6
85530a8bfffffff,1.8,2.6,2.6
85530a8ffffffff,2.2,2.6,2.6
85530a93fffffff,1.8,2.2,2.2
85530a97fffffff,1.8,2.2,2.2
85530a9bfffffff,1.4,2.2,2.2
85530aa3fffffff,2.6,2.2,2.6
85530aa7fffffff,2.6,2.2,2.6
85530aabfffffff,2.6,2.2,2.6
85530aaffffffff,2.2,1.8,2.2
85530ab3fffffff,2.2,2.6,2.6
85530ab7fffffff,2.2,2.6,2.6
85530abbfffffff,2.2,2.2,2.2
85530ac3fffffff,1.4,2.6,2.6
85530ac7fffffff,1.8,2.6,2.6
85530acbfffffff,1.8,2.2,2.2
85530acffffffff,1.8,2.2,2.2
85530ad3fffffff,1.4,2.2,2.2
85530ad7fffffff,1.4,2.6,2.6
85530adbfffffff,1.4,2.6,2.6
85530b03fffffff,1.4,0,1.4
85530b07fffffff,1.8,0,1.8
85530b0bfffffff,1.4,0,1.4
85530b0ffffffff,1.4,0,1.4
85530b13fffffff,1.8,0,1.8
85530b17fffffff,1.8,0,1.8
85530b1bfffffff,1.8,0,1.8
85530b23fffffff,2.2,0,2.2
85530b27fffffff,2.2,0,2.2
85530b2bfffffff,1.8,0,1.8
85530b2ffffffff,1.8,0,1.8
85530b33fffffff,2.2,0,2.2
85530b37fffffff,2.2,0,2.2
85530b3bfffffff,1.8,0,1.8
85530b43fffffff,1.4,0,1.4
85530b47fffffff,0,0,0
85530b4bfffffff,0,0,0
85530b4ffffffff,0,0,0
85530b53fffffff,1.4,0,1.4
85530b57fffffff,1.4,0,1.4
85530b5bfffffff,1.4,0,1.4
85530b63fffffff,0,0,0
85530b67fffffff,1.4,0,1.4
85530b6bfffffff,0,0,0
85530b6ffffffff,0,0,0
85530b73fffffff,0,0,0
85530b77fffffff,1.4,0,1.4
85530b7bfffffff,0,0,0
85530b83fffffff,2.2,2.2,2.2
85530b87fffffff,2.2,1.8,2.2
85530b8bfffffff,2.2,1.8,2.2
85530b8ffffffff,2.2,1.8,2.2
85530b93fffffff,2.6,2.6,2.6
85530b97fffffff,2.6,2.2,2.6
85530b9bfffffff,2.6,2.2,2.6
85530ba3fffffff,2.6,0,2.6
85530ba7fffffff,2.6,0,2.6
85530babfffffff,2.2,0,2.2
85530baffffffff,2.2,0,2.2
85530bb3fffffff,2.2,1.8,2.2
85530bb7fffffff,2.6,1.8,2.6
85530bbbfffffff,2.2,0,2.2
85530bc3fffffff,2.2,1.8,2.2
85530bc7fffffff,2.2,0,2.2
85530bcbfffffff,1.8,0,1.8
85530bcffffffff,1.8,0,1.8
85530bd3fffffff,2.6,1.8,2.6
85530bd7fffffff,2.2,1.8,2.2
85530bdbfffffff,2.2,1.8,2.2
85530c03fffffff,2.6,0,2.6
85530c07fffffff,2.6,0,2.6
85530c0bfffffff,2.6,0,2.6
85530c0ffffffff,2.6,0,2.6
85530c13fffffff,2.6,0,2.6
85530c17fffffff,2.2,0,2.2
85530c1bfffffff,2.6,0,2.6
85530c23fffffff,2.6,0,2.6
85530c27fffffff,2.2,0,2.2
85530c2bfffffff,2.6,0,2.6
85530c2ffffffff,2.6,0,2.6
85530c33fffffff,2.6,0,2.6
85530c37fffffff,2.6,0,2.6
85530c3bfffffff,2.6,0,2.6
85530c43fffffff,2.2,0,2.2
85530c47fffffff,2.2,0,2.2
85530c4bfffffff,2.2,0,2.2
85530c4ffffffff,2.2,0,2.2
85530c53fffffff,2.6,0,2.6
85530c57fffffff,2.6,0,2.6
85530c5bfffffff,2.6,0,2.6
85530c63fffffff,2.6,0,2.6
85530c67fffffff,2.2,0,2.2
85530c6bfffffff,2.6,0,2.6
85530c6ffffffff,2.2,0,2.2
85530c73fffffff,2.6,0,2.6
85530c77fffffff,2.2,0,2.2
85530c7bfffffff,2.6,0,2.6
85530c83fffffff,2.6,0,2.6
85530c87fffffff,2.6,0,2.6
85530c8bfffffff,2.6,0,2.6
85530c8ffffffff,2.2,0,2.2
85530c93fffffff,2.6,0,2.6
85530c97fffffff,2.6,0,2.6
85530c9bfffffff,2.6,0,2.6
85530ca3fffffff,2.6,0,2.6
85530ca7fffffff,2.6,1.8,2.6
85530cabfffffff,2.6,0,2.6
85530caffffffff,2.6,0,2.6
85530cb3fffffff,2.6,0,2.6
85530cb7fffffff,2.6,1.8,2.6
85530cbbfffffff,2.2,0,2.2
85530cc3fffffff,2.2,0,2.2
85530cc7fffffff,2.6,0,2.6
85530ccbfffffff,2.2,0,2.2
85530ccffffffff,2.2,0,2.2
85530cd3fffffff,2.2,0,2.2
85530cd7fffffff,2.6,0,2.6
85530cdbfffffff,1.8,0,1.8
85530d03fffffff,2.6,2.2,2.6
85530d07fffffff,2.2,2.6,2.6
85530d0bfffffff,2.2,1.8,2.2
85530d0ffffffff,2.6,2.2,2.6
85530d13fffffff,2.6,2.2,2.6
85530d17fffffff,2.2,2.6,2.6
85530d1bfffffff,2.2,2.2,2.2
85530d23fffffff,2.2,2.6,2.6
85530d27fffffff,2.2,2.2,2.2
85530d2bfffffff,2.6,2.2,2.6
85530d2ffffffff,2.2,2.6,2.6
85530d33fffffff,2.2,2.6,2.6
85530d37fffffff,2.2,2.2,2.2
85530d3bfffffff,2.6,2.2,2.6
85530d43fffffff,2.6,0,2.6
85530d47fffffff,2.6,0,2.6
85530d4bfffffff,2.6,0,2.6
85530d4ffffffff,2.2,0,2.2
85530d53fffffff,2.2,0,2.2
85530d57fffffff,2.6,1.8,2.6
85530d5bfffffff,2.2,0,2.2
85530d63fffffff,2.6,1.8,2.6
85530d67fffffff,2.6,2.2,2.6
85530d6bfffffff,2.6,0,2.6
85530d6ffffffff,2.6,1.8,2.6
85530d73fffffff,2.2,1.8,2.2
85530d77fffffff,2.6,1.8,2.6
85530d7bfffffff,2.6,0,2.6
85530d83fffffff,3.2,2.8,3.2
85530d87fffffff,2.6,2.2,2.6
85530d8bfffffff,2.6,2.6,2.6
85530d8ffffffff,2.6,2.6,2.6
85530d93fffffff,2.8,2.8,2.8
85530d97fffffff,3.2,2.4,3.2
85530d9bfffffff,3.2,3.2,3.2
85530da3fffffff,2.2,2.2,2.2
85530da7fffffff,2.6,1.8,2.6
85530dabfffffff,2.2,2.6,2.6
85530daffffffff,2.2,2.2,2.2
85530db3fffffff,2.6,1.8,2.6
85530db7fffffff,2.6,1.8,2.6
85530dbbfffffff,2.2,2.2,2.2
85530dc3fffffff,2.6,2.2,2.6
85530dc7fffffff,2.2,2.2,2.2
85530dcbfffffff,2.6,1.8,2.6
85530dcffffffff,2.6,1.8,2.6
85530dd3fffffff,2.6,2.2,2.6
85530dd7fffffff,2.6,2.2,2.6
85530ddbfffffff,2.6,1.8,2.6
85530e03fffffff,1.8,0,1.8
85530e07fffffff,2.2,0,2.2
85530e0bfffffff,1.4,0,1.4
85530e0ffffffff,1.8,0,1.8
85530e13fffffff,1.8,0,1.8
85530e17fffffff,1.8,0,1.8
85530e1bfffffff,0,0,0
85530e23fffffff,2.2,0,2.2
85530e27fffffff,2.2,0,2.2
85530e2bfffffff,1.8,1.8,1.8
85530e2ffffffff,1.8,1.8,1.8
85530e33fffffff,2.2,0,2.2
85530e37fffffff,2.6,0,2.6
85530e3bfffffff,2.2,0,2.2
85530e43fffffff,0,1.8,1.8
85530e47fffffff,0,0,0
85530e4bfffffff,0,1.8,1.8
85530e4ffffffff,0,1.8,1.8
85530e53fffffff,1.4,1.8,1.8
85530e57fffffff,1.4,0,1.4
85530e5bfffffff,1.4,1.8,1.8
85530e63fffffff,1.4,1.8,1.8
85530e67fffffff,1.4,1.8,1.8
85530e6bfffffff,0,1.8,1.8
85530e6ffffffff,1.4,2.2,2.2
85530e73fffffff,1.4,0,1.4
85530e77fffffff,1.8,0,1.8
85530e7bfffffff,0,0,0
85530e83fffffff,2.2,0,2.2
85530e87fffffff,1.8,0,1.8
85530e8bfffffff,1.8,0,1.8
85530e8ffffffff,1.8,0,1.8
85530e93fffffff,2.6,0,2.6
85530e97fffffff,2.2,0,2.2
85530e9bfffffff,2.2,0,2.2
85530ea3fffffff,2.2,0,2.2
85530ea7fffffff,2.6,0,2.6
85530eabfffffff,2.2,0,2.2
85530eaffffffff,2.6,0,2.6
85530eb3fffffff,2.2,0,2.2
85530eb7fffffff,2.2,0,2.2
85530ebbfffffff,1.8,0,1.8
85530ec3fffffff,2.2,0,2.2
85530ec7fffffff,0,0,0
85530ecbfffffff,1.8,0,1.8
85530ecffffffff,1.8,0,1.8
85530ed3fffffff,2.2,0,2.2
85530ed7fffffff,2.2,0,2.2
85530edbfffffff,2.2,0,2.2
85531003fffffff,3.2,0,3.2
85531007fffffff,3.2,0,3.2
8553100bfffffff,3.4,0,3.4
8553100ffffffff,3.2,0,3.2
85531013fffffff,2.6,0,2.6
85531017fffffff,2.2,0,2.2
8553101bfffffff,2.8,0,2.8
85531023fffffff,2.8,0,2.8
85531027fffffff,1.8,0,1.8
8553102bfffffff,3.8,0,3.8
8553102ffffffff,2.8,0,2.8
85531033fffffff,2.2,0,2.2
85531037fffffff,1.8,0,1.8
8553103bfffffff,3.2,0,3.2
85531043fffffff,3,0,3
85531047fffffff,3,0,3
8553104bfffffff,4,0,4
8553104ffffffff,4,0,4
85531053fffffff,2.8,0,2.8
85531057fffffff,3.4,0,3.4
8553105bfffffff,3.4,0,3.4
85531063fffffff,4,3.6,4
85531067fffffff,4.4,3.6,4.4
8553106bfffffff,4.4,3.6,4.4
8553106ffffffff,4.4,4,4.4
85531073fffffff,3.4,0,3.4
85531077fffffff,3.8,0,3.8
8553107bfffffff,4,0,4
85531083fffffff,2.2,0,2.2
85531087fffffff,1.8,0,1.8
8553108bfffffff,2.6,0,2.6
8553108ffffffff,2.2,0,2.2
85531093fffffff,2.2,0,2.2
85531097fffffff,1.8,0,1.8
8553109bfffffff,2.2,0,2.2
855310a3fffffff,1.8,0,1.8
855310a7fffffff,1.8,0,1.8
855310abfffffff,2.2,0,2.2
855310affffffff,1.8,0,1.8
855310b3fffffff,1.8,0,1.8
855310b7fffffff,1.4,0,1.4
855310bbfffffff,1.8,0,1.8
855310c3fffffff,3.2,0,3.2
855310c7fffffff,2.6,0,2.6
855310cbfffffff,3.4,0,3.4
855310cffffffff,2.8,0,2.8
855310d3fffffff,2.8,0,2.8
855310d7fffffff,2.8,0,2.8
855310dbfffffff,3.8,0,3.8
85531103fffffff,2.6,0,2.6
85531107fffffff,2.6,0,2.6
8553110bfffffff,2.6,0,2.6
8553110ffffffff,2.6,0,2.6
85531113fffffff,2.2,0,2.2
85531117fffffff,2.2,0,2.2
8553111bfffffff,2.6,0,2.6
85531123fffffff,2.6,0,2.6
85531127fffffff,2.2,0,2.2
8553112bfffffff,2.6,1.8,2.6
8553112ffffffff,2.2,1.8,2.2
85531133fffffff,2.6,0,2.6
85531137fffffff,2.6,0,2.6
8553113bfffffff,2.6,0,2.6
85531143fffffff,2.2,0,2.2
85531147fffffff,2.6,0,2.6
8553114bfffffff,2.2,1.8,2.2
8553114ffffffff,2.6,1.8,2.6
85531153fffffff,2.2,0,2.2
85531157fffffff,2.2,0,2.2
8553115bfffffff,1.8,0,1.8
85531163fffffff,2.6,1.8,2.6
85531167fffffff,2.6,1.8,2.6
8553116bfffffff,2.2,2.2,2.2
8553116ffffffff,2.6,2.2,2.6
85531173fffffff,2.6,0,2.6
85531177fffffff,2.6,0,2.6
8553117bfffffff,2.6,1.8,2.6
85531183fffffff,2.2,0,2.2
85531187fffffff,2.2,0,2.2
8553118bfffffff,2.6,0,2.6
8553118ffffffff,2.2,0,2.2
85531193fffffff,2.6,0,2.6
85531197fffffff,2.2,0,2.2
8553119bfffffff,2.6,0,2.6
855311a3fffffff,1.8,0,1.8
855311a7fffffff,2.2,0,2.2
855311abfffffff,2.2,0,2.2
855311affffffff,2.2,0,2.2
855311b3fffffff,1.8,0,1.8
855311b7fffffff,1.8,0,1.8
855311bbfffffff,2.2,0,2.2
855311c3fffffff,2.2,0,2.2
855311c7fffffff,2.6,0,2.6
855311cbfffffff,2.2,0,2.2
855311cffffffff,2.6,0,2.6
855311d3fffffff,2.2,0,2.2
855311d7fffffff,2.2,0,2.2
855311dbfffffff,1.8,0,1.8
85531283fffffff,3.4,0,3.4
85531287fffffff,4.4,0,4.4
85531297fffffff,3.8,0,3.8
855312a7fffffff,4.4,4,4.4
855312b3fffffff,4.4,0,4.4
855312b7fffffff,4.4,3.6,4.4
85531303fffffff,3.8,3.4,3.8
85531307fffffff,3.2,3.2,3.2
8553130bfffffff,3.4,3,3.4
8553130ffffffff,3.2,2.8,3.2
85531313fffffff,4.4,4.4,4.4
85531317fffffff,3.8,3.8,3.8
8553131bfffffff,4.4,4,4.4
85531323fffffff,2.8,2.8,2.8
85531327fffffff,2.4,2.4,2.4
8553132bfffffff,3.4,3.4,3.4
8553132ffffffff,3.4,3.4,3.4
85531333fffffff,2.8,2.8,2.8
85531337fffffff,1.8,2.2,2.2
8553133bfffffff,2.8,3.2,3.2
85531363fffffff,3.4,3.4,3.4
85531367fffffff,4.4,4.4,4.4
85531373fffffff,2.8,2.8,2.8
85531377fffffff,3.8,3.8,3.8
85531383fffffff,3.4,3.4,3.4
85531387fffffff,2.8,2.8,2.8
8553138bfffffff,4,4,4
8553138ffffffff,3.8,3.8,3.8
85531393fffffff,3.4,3,3.4
85531397fffffff,2.8,2.4,2.8
8553139bfffffff,3.4,3.4,3.4
855313a3fffffff,2.6,2.2,2.6
855313a7fffffff,2.2,2.6,2.6
855313abfffffff,3.2,3.2,3.2
855313affffffff,2.2,2.6,2.6
855313b3fffffff,2.6,2.2,2.6
855313b7fffffff,2.6,2.2,2.6
855313bbfffffff,3.2,2.8,3.2
855313c3fffffff,4.4,4.4,4.4
855313c7fffffff,4.4,4.4,4.4
855313d3fffffff,4.4,4,4.4
855313d7fffffff,4.4,4,4.4
85531403fffffff,2.2,0,2.2
85531407fffffff,0,0,0
8553140bfffffff,2.8,0,2.8
8553140ffffffff,2.2,0,2.2
85531413fffffff,0,0,0
85531417fffffff,1.8,0,1.8
8553141bfffffff,2.4,0,2.4
85531423fffffff,1.8,0,1.8
85531427fffffff,1.4,0,1.4
8553142bfffffff,2.2,0,2.2
8553142ffffffff,1.8,0,1.8
85531433fffffff,1.8,0,1.8
85531437fffffff,1.4,0,1.4
8553143bfffffff,2.2,0,2.2
85531443fffffff,4,0,4
85531447fffffff,3.4,0,3.4
8553144bfffffff,4.4,0,4.4
8553144ffffffff,3.4,0,3.4
85531453fffffff,3.6,0,3.6
85531457fffffff,3,0,3
8553145bfffffff,4,0,4
85531463fffffff,2.8,0,2.8
85531467fffffff,2.2,0,2.2
8553146bfffffff,2.8,0,2.8
8553146ffffffff,2.8,0,2.8
85531473fffffff,2.8,0,2.8
85531477fffffff,2.2,0,2.2
8553147bfffffff,3.4,0,3.4
85531483fffffff,2.2,0,2.2
85531487fffffff,2.2,0,2.2
8553148bfffffff,0,0,0
8553148ffffffff,0,0,0
85531493fffffff,2.6,0,2.6
85531497fffffff,2.6,0,2.6
8553149bfffffff,2.6,0,2.6
855314a3fffffff,1.8,0,1.8
855314a7fffffff,1.4,0,1.4
855314abfffffff,1.8,0,1.8
855314affffffff,1.4,0,1.4
855314b3fffffff,1.8,0,1.8
855314b7fffffff,1.8,0,1.8
855314bbfffffff,1.8,0,1.8
855314c3fffffff,3.4,0,3.4
855314c7fffffff,2.4,0,2.4
855314cbfffffff,3.6,0,3.6
855314cffffffff,3,0,3
855314d3fffffff,3.4,0,3.4
855314d7fffffff,2.8,0,2.8
855314dbfffffff,3.4,0,3.4
85531503fffffff,2.2,0,2.2
85531507fffffff,2.6,0,2.6
8553150bfffffff,1.8,0,1.8
8553150ffffffff,2.2,0,2.2
85531513fffffff,1.8,0,1.8
85531517fffffff,2.2,0,2.2
8553151bfffffff,1.8,0,1.8
85531523fffffff,2.6,0,2.6
85531527fffffff,2.2,0,2.2
8553152bfffffff,2.6,0,2.6
8553152ffffffff,2.2,0,2.2
85531533fffffff,2.6,0,2.6
85531537fffffff,2.2,0,2.2
8553153bfffffff,2.6,0,2.6
85531543fffffff,1.4,0,1.4
85531547fffffff,1.4,0,1.4
8553154bfffffff,1.8,0,1.8
8553154ffffffff,1.4,0,1.4
85531553fffffff,1.4,0,1.4
85531557fffffff,1.4,0,1.4
8553155bfffffff,1.4,0,1.4
85531563fffffff,2.2,0,2.2
85531567fffffff,2.2,0,2.2
8553156bfffffff,1.8,0,1.8
8553156ffffffff,2.2,0,2.2
85531573fffffff,1.8,0,1.8
85531577fffffff,2.2,0,2.2
8553157bfffffff,1.8,0,1.8
85531583fffffff,1.4,0,1.4
85531587fffffff,1.8,0,1.8
8553158bfffffff,1.8,0,1.8
8553158ffffffff,1.8,0,1.8
85531593fffffff,1.4,0,1.4
85531597fffffff,1.4,0,1.4
8553159bfffffff,1.4,0,1.4
855315a3fffffff,2.2,0,2.2
855315a7fffffff,1.8,0,1.8
855315abfffffff,2.2,0,2.2
855315affffffff,2.2,0,2.2
855315b3fffffff,1.8,0,1.8
855315b7fffffff,1.8,0,1.8
855315bbfffffff,2.2,0,2.2
855315c3fffffff,1.4,0,1.4
855315c7fffffff,1.4,0,1.4
855315cbfffffff,1.4,0,1.4
855315cffffffff,1.4,0,1.4
855315d3fffffff,0,0,0
855315d7fffffff,1.4,0,1.4
855315dbfffffff,1.4,0,1.4
85531623fffffff,3.8,0,3.8
85531627fffffff,3.4,0,3.4
8553162bfffffff,3.8,0,3.8
8553162ffffffff,2.8,0,2.8
85531633fffffff,4.4,0,4.4
85531637fffffff,3.4,0,3.4
8553163bfffffff,3.8,0,3.8
85531687fffffff,4.4,0,4.4
85531697fffffff,5,0,5
855316a3fffffff,4,0,4
855316a7fffffff,3.4,0,3.4
855316abfffffff,4.4,0,4.4
855316affffffff,4.4,0,4.4
855316b3fffffff,4,0,4
855316b7fffffff,3.4,0,3.4
855316bbfffffff,4.4,0,4.4
85531803fffffff,2.2,0,2.2
85531807fffffff,1.8,0,1.8
8553180bfffffff,2.2,0,2.2
8553180ffffffff,1.8,0,1.8
85531813fffffff,2.2,0,2.2
85531817fffffff,2.2,0,2.2
8553181bfffffff,2.6,0,2.6
85531823fffffff,1.4,1.8,1.8
85531827fffffff,0,2.2,2.2
8553182bfffffff,1.4,0,1.4
8553182ffffffff,1.4,1.8,1.8
85531833fffffff,1.4,1.8,1.8
85531837fffffff,1.4,2.2,2.2
8553183bfffffff,1.8,0,1.8
85531843fffffff,1.8,0,1.8
85531847fffffff,1.8,0,1.8
8553184bfffffff,1.4,0,1.4
8553184ffffffff,1.4,0,1.4
85531853fffffff,1.8,0,1.8
85531857fffffff,2.2,0,2.2
8553185bfffffff,1.8,0,1.8
85531863fffffff,1.4,0,1.4
85531867fffffff,1.4,0,1.4
8553186bfffffff,1.4,0,1.4
8553186ffffffff,1.4,0,1.4
85531873fffffff,1.8,0,1.8
85531877fffffff,1.8,0,1.8
8553187bfffffff,1.4,0,1.4
85531883fffffff,1.8,1.8,1.8
85531887fffffff,1.8,1.8,1.8
8553188bfffffff,2.2,1.8,2.2
8553188ffffffff,2.2,1.8,2.2
85531893fffffff,1.4,2.2,2.2
85531897fffffff,1.4,2.2,2.2
8553189bfffffff,1.8,2.2,2.2
855318a3fffffff,1.4,2.2,2.2
855318a7fffffff,0,2.6,2.6
855318abfffffff,1.8,1.8,1.8
855318affffffff,1.4,2.2,2.2
855318b3fffffff,1.4,2.2,2.2
855318b7fffffff,0,2.6,2.6
855318bbfffffff,1.8,1.8,1.8
855318c3fffffff,2.2,0,2.2
855318c7fffffff,2.2,0,2.2
855318cbfffffff,1.8,0,1.8
855318cffffffff,2.2,0,2.2
855318d3fffffff,1.8,1.8,1.8
855318d7fffffff,2.2,1.8,2.2
855318dbfffffff,1.8,1.8,1.8
85531903fffffff,0,1.8,1.8
85531907fffffff,0,0,0
8553190bfffffff,0,2.2,2.2
8553190ffffffff,0,1.8,1.8
85531913fffffff,0,1.8,1.8
85531917fffffff,0,0,0
8553191bfffffff,0,2.2,2.2
85531923fffffff,0,0,0
85531927fffffff,0,0,0
8553192bfffffff,0,0,0
8553192ffffffff,0,0,0
85531933fffffff,0,0,0
85531937fffffff,0,0,0
8553193bfffffff,0,0,0
85531943fffffff,1.4,2.6,2.6
85531947fffffff,1.4,2.2,2.2
8553194bfffffff,1.8,2.2,2.2
8553194ffffffff,1.8,2.6,2.6
85531953fffffff,0,2.6,2.6
85531957fffffff,0,2.2,2.2
8553195bfffffff,1.4,2.2,2.2
85531963fffffff,1.4,1.8,1.8
85531967fffffff,0,0,0
8553196bfffffff,1.8,2.2,2.2
8553196ffffffff,0,0,0
85531973fffffff,1.4,1.8,1.8
85531977fffffff,0,1.8,1.8
8553197bfffffff,1.8,2.2,2.2
85531983fffffff,0,0,0
85531987fffffff,1.4,0,1.4
8553198bfffffff,0,1.8,1.8
8553198ffffffff,0,0,0
85531993fffffff,0,1.8,1.8
85531997fffffff,1.4,0,1.4
8553199bfffffff,0,1.8,1.8
855319a3fffffff,1.4,0,1.4
855319a7fffffff,0,0,0
855319abfffffff,0,0,0
855319affffffff,0,0,0
855319b3fffffff,1.8,0,1.8
855319b7fffffff,1.8,0,1.8
855319bbfffffff,1.4,0,1.4
855319c3fffffff,0,2.2,2.2
855319c7fffffff,0,2.2,2.2
855319cbfffffff,0,2.6,2.6
855319cffffffff,0,2.2,2.2
855319d3fffffff,0,2.2,2.2
855319d7fffffff,0,2.2,2.2
855319dbfffffff,0,2.6,2.6
85531a03fffffff,1.4,0,1.4
85531a07fffffff,1.4,0,1.4
85531a0bfffffff,1.8,0,1.8
85531a0ffffffff,1.4,0,1.4
85531a13fffffff,1.4,0,1.4
85531a17fffffff,0,0,0
85531a1bfffffff,1.8,0,1.8
85531a23fffffff,1.4,0,1.4
85531a27fffffff,1.8,0,1.8
85531a2bfffffff,1.8,0,1.8
85531a2ffffffff,1.8,0,1.8
85531a33fffffff,0,0,0
85531a37fffffff,1.4,0,1.4
85531a3bfffffff,1.4,0,1.4
85531a43fffffff,3.2,0,3.2
85531a47fffffff,2.2,0,2.2
85531a4bfffffff,3.4,0,3.4
85531a4ffffffff,2.8,0,2.8
85531a53fffffff,2.8,0,2.8
85531a57fffffff,2.2,0,2.2
85531a5bfffffff,3.8,0,3.8
85531a63fffffff,1.8,0,1.8
85531a67fffffff,1.8,0,1.8
85531a6bfffffff,1.8,0,1.8
85531a6ffffffff,1.8,0,1.8
85531a73fffffff,1.8,0,1.8
85531a77fffffff,1.4,0,1.4
85531a7bfffffff,1.8,0,1.8
85531a83fffffff,1.4,0,1.4
85531a87fffffff,0,0,0
85531a8bfffffff,1.4,0,1.4
85531a8ffffffff,0,0,0
85531a93fffffff,1.4,0,1.4
85531a97fffffff,1.4,0,1.4
85531a9bfffffff,1.8,0,1.8
85531aa3fffffff,0,0,0
85531aa7fffffff,0,0,0
85531aabfffffff,0,0,0
