grid_id,LDAC_suitability_elec,LDAC_suitability_gas,LDAC combined
85522433fffffff,0,0,0
85522437fffffff,0,0,0
8552243bfffffff,0,0,0
85522443fffffff,0,0,0
85522447fffffff,0,0,0
8552244bfffffff,0,0,0
8552244ffffffff,0,0,0
85522453fffffff,0,0,0
85522457fffffff,0,0,0
8552245bfffffff,0,0,0
85522463fffffff,0,0,0
85522467fffffff,0,0,0
8552246bfffffff,0,0,0
8552246ffffffff,0,0,0
85522473fffffff,0,0,0
85522477fffffff,0,0,0
8552247bfffffff,0,0,0
85522483fffffff,1.4,0,1.4
85522487fffffff,0,0,0
8552248bfffffff,1.4,0,1.4
8552248ffffffff,0,0,0
85522493fffffff,1.8,0,1.8
85522497fffffff,1.4,0,1.4
8552249bfffffff,1.4,0,1.4
855224a3fffffff,0,0,0
855224a7fffffff,0,0,0
855224abfffffff,0,0,0
855224affffffff,0,0,0
855224b3fffffff,0,0,0
855224b7fffffff,0,0,0
855224bbfffffff,0,0,0
855224c3fffffff,0,0,0
855224c7fffffff,0,0,0
855224cbfffffff,0,0,0
855224cffffffff,0,0,0
855224d3fffffff,0,0,0
855224d7fffffff,0,0,0
855224dbfffffff,0,0,0
85522503fffffff,0,0,0
85522507fffffff,0,0,0
8552250bfffffff,0,0,0
8552250ffffffff,0,0,0
85522513fffffff,0,0,0
85522517fffffff,0,0,0
8552251bfffffff,0,0,0
85522523fffffff,0,0,0
85522527fffffff,0,0,0
8552252bfffffff,0,0,0
8552252ffffffff,0,0,0
85522533fffffff,0,0,0
85522537fffffff,0,0,0
8552253bfffffff,0,0,0
85522543fffffff,0,0,0
85522547fffffff,0,0,0
8552254bfffffff,0,0,0
8552254ffffffff,0,0,0
85522553fffffff,0,0,0
85522557fffffff,0,0,0
8552255bfffffff,0,0,0
85522563fffffff,0,0,0
85522567fffffff,0,0,0
8552256bfffffff,0,0,0
8552256ffffffff,0,0,0
85522573fffffff,0,0,0
85522577fffffff,0,0,0
8552257bfffffff,0,0,0
85522583fffffff,1.4,0,1.4
85522587fffffff,0,0,0
8552258bfffffff,0,0,0
8552258ffffffff,0,0,0
85522593fffffff,1.4,0,1.4
85522597fffffff,1.8,0,1.8
8552259bfffffff,1.4,0,1.4
855225a3fffffff,0,0,0
855225a7fffffff,0,0,0
855225abfffffff,0,0,0
855225affffffff,0,0,0
855225b3fffffff,1.4,0,1.4
855225b7fffffff,1.4,0,1.4
855225bbfffffff,0,0,0
855225c3fffffff,0,0,0
855225c7fffffff,0,0,0
855225cbfffffff,0,0,0
855225cffffffff,0,0,0
855225d3fffffff,0,0,0
855225d7fffffff,0,0,0
855225dbfffffff,0,0,0
85522603fffffff,0,0,0
85522607fffffff,0,0,0
8552260bfffffff,0,0,0
8552260ffffffff,0,0,0
85522613fffffff,0,0,0
85522617fffffff,0,0,0
8552261bfffffff,0,0,0
85522623fffffff,0,0,0
85522627fffffff,0,0,0
8552262bfffffff,1.4,0,1.4
8552262ffffffff,1.4,0,1.4
85522633fffffff,0,0,0
85522637fffffff,0,0,0
8552263bfffffff,0,0,0
85522643fffffff,0,0,0
85522647fffffff,1.8,0,1.8
8552264bfffffff,2.2,2.2,2.2
8552264ffffffff,2.2,1.8,2.2
85522653fffffff,2.2,2.2,2.2
85522657fffffff,0,0,0
8552265bfffffff,2.6,2.2,2.6
85522663fffffff,1.8,0,1.8
85522667fffffff,1.8,0,1.8
8552266bfffffff,2.2,0,2.2
8552266ffffffff,1.8,0,1.8
85522673fffffff,1.4,0,1.4
85522677fffffff,1.4,0,1.4
8552267bfffffff,1.8,0,1.8
85522683fffffff,0,0,0
85522687fffffff,0,0,0
8552268bfffffff,0,0,0
8552268ffffffff,0,0,0
85522693fffffff,0,0,0
85522697fffffff,0,0,0
8552269bfffffff,0,0,0
855226a3fffffff,0,0,0
855226a7fffffff,0,0,0
855226abfffffff,0,0,0
855226affffffff,0,0,0
855226b3fffffff,0,0,0
855226b7fffffff,0,0,0
855226bbfffffff,0,0,0
855226c3fffffff,0,0,0
855226c7fffffff,0,0,0
855226cbfffffff,0,0,0
855226cffffffff,2.2,1.8,2.2
855226d3fffffff,0,0,0
855226d7fffffff,0,0,0
855226dbfffffff,0,0,0
85522803fffffff,1.4,0,1.4
85522807fffffff,0,0,0
8552280bfffffff,1.4,0,1.4
8552280ffffffff,1.4,0,1.4
85522813fffffff,1.4,0,1.4
85522817fffffff,0,0,0
8552281bfffffff,1.4,0,1.4
85522823fffffff,0,0,0
85522827fffffff,0,0,0
8552282bfffffff,0,0,0
8552282ffffffff,0,0,0
85522833fffffff,0,0,0
85522837fffffff,0,0,0
8552283bfffffff,0,0,0
85522843fffffff,2.2,0,2.2
85522847fffffff,1.8,0,1.8
8552284bfffffff,2.2,0,2.2
8552284ffffffff,1.8,0,1.8
85522853fffffff,2.2,0,2.2
85522857fffffff,1.8,0,1.8
8552285bfffffff,2.6,0,2.6
85522863fffffff,0,0,0
85522867fffffff,0,0,0
8552286bfffffff,0,0,0
8552286ffffffff,0,0,0
85522873fffffff,1.4,0,1.4
85522877fffffff,0,0,0
8552287bfffffff,0,0,0
85522883fffffff,0,0,0
85522887fffffff,0,0,0
8552288bfffffff,0,0,0
8552288ffffffff,0,0,0
85522893fffffff,0,0,0
85522897fffffff,0,0,0
8552289bfffffff,0,0,0
855228a3fffffff,0,0,0
855228a7fffffff,0,0,0
855228abfffffff,0,0,0
855228affffffff,0,0,0
855228b3fffffff,0,0,0
855228b7fffffff,0,0,0
855228bbfffffff,0,0,0
855228c3fffffff,1.8,0,1.8
855228c7fffffff,1.4,0,1.4
855228cbfffffff,2.2,0,2.2
855228cffffffff,1.8,0,1.8
855228d3fffffff,1.4,0,1.4
855228d7fffffff,2,0,2
855228dbfffffff,1.8,0,1.8
85522903fffffff,0,0,0
85522907fffffff,0,0,0
8552290bfffffff,0,0,0
8552290ffffffff,0,0,0
85522913fffffff,0,0,0
85522917fffffff,0,0,0
8552291bfffffff,0,0,0
85522923fffffff,0,0,0
85522927fffffff,0,0,0
8552292bfffffff,0,0,0
8552292ffffffff,0,0,0
85522933fffffff,0,0,0
85522937fffffff,0,0,0
8552293bfffffff,0,0,0
85522943fffffff,0,0,0
85522947fffffff,0,0,0
8552294bfffffff,0,0,0
8552294ffffffff,0,0,0
85522953fffffff,0,0,0
85522957fffffff,0,0,0
8552295bfffffff,0,0,0
85522963fffffff,0,0,0
85522967fffffff,0,0,0
8552296bfffffff,0,0,0
8552296ffffffff,0,0,0
85522973fffffff,0,0,0
85522977fffffff,0,0,0
8552297bfffffff,0,0,0
85522983fffffff,0,0,0
85522987fffffff,0,0,0
8552298bfffffff,0,0,0
8552298ffffffff,0,0,0
85522993fffffff,0,0,0
85522997fffffff,0,0,0
8552299bfffffff,0,0,0
855229a3fffffff,0,0,0
855229a7fffffff,0,0,0
855229abfffffff,0,0,0
855229affffffff,0,0,0
855229b3fffffff,0,0,0
855229b7fffffff,0,0,0
855229bbfffffff,0,0,0
855229c3fffffff,0,0,0
855229c7fffffff,0,0,0
855229cbfffffff,0,0,0
855229cffffffff,0,0,0
855229d3fffffff,0,0,0
855229d7fffffff,0,0,0
855229dbfffffff,0,0,0
85522a03fffffff,0,0,0
85522a07fffffff,0,0,0
85522a0bfffffff,0,0,0
85522a0ffffffff,0,0,0
85522a13fffffff,1.4,0,1.4
85522a17fffffff,0,0,0
85522a1bfffffff,0,0,0
85522a23fffffff,0,0,0
85522a27fffffff,0,0,0
85522a2bfffffff,0,0,0
85522a2ffffffff,0,0,0
85522a33fffffff,0,0,0
85522a37fffffff,0,0,0
85522a3bfffffff,0,0,0
85522a43fffffff,0,0,0
85522a47fffffff,0,0,0
85522a4bfffffff,0,0,0
85522a4ffffffff,0,0,0
85522a53fffffff,1.4,0,1.4
85522a57fffffff,0,0,0
85522a5bfffffff,0,0,0
85522a63fffffff,0,0,0
85522a67fffffff,0,0,0
85522a6bfffffff,0,0,0
85522a6ffffffff,0,0,0
85522a73fffffff,0,0,0
85522a77fffffff,0,0,0
85522a7bfffffff,0,0,0
85522a83fffffff,2.2,0,2.2
85522a87fffffff,2.2,0,2.2
85522a8bfffffff,1.8,0,1.8
85522a8ffffffff,1.8,0,1.8
85522a93fffffff,2.2,0,2.2
85522a97fffffff,2.2,0,2.2
85522a9bfffffff,2.2,0,2.2
85522aa3fffffff,0,0,0
85522aa7fffffff,0,0,0
85522aabfffffff,0,0,0
85522aaffffffff,0,0,0
85522ab3fffffff,0,0,0
85522ab7fffffff,0,0,0
85522abbfffffff,0,0,0
85522ac3fffffff,1.8,0,1.8
85522ac7fffffff,1.8,0,1.8
85522acbfffffff,1.4,0,1.4
85522acffffffff,1.4,0,1.4
85522ad3fffffff,2.2,0,2.2
85522ad7fffffff,1.8,0,1.8
85522adbfffffff,1.8,0,1.8
85522b03fffffff,0,0,0
85522b07fffffff,0,0,0
85522b0bfffffff,0,0,0
85522b0ffffffff,0,0,0
85522b13fffffff,0,0,0
85522b17fffffff,0,0,0
85522b1bfffffff,0,0,0
85522b23fffffff,0,0,0
85522b27fffffff,0,0,0
85522b2bfffffff,0,0,0
85522b2ffffffff,0,0,0
85522b33fffffff,0,0,0
85522b37fffffff,0,0,0
85522b3bfffffff,0,0,0
85522b43fffffff,0,0,0
85522b47fffffff,0,0,0
85522b4bfffffff,0,0,0
85522b4ffffffff,0,0,0
85522b53fffffff,0,0,0
85522b57fffffff,0,0,0
85522b5bfffffff,0,0,0
85522b63fffffff,0,0,0
85522b67fffffff,0,0,0
85522b6bfffffff,0,0,0
85522b6ffffffff,0,0,0
85522b73fffffff,0,0,0
85522b77fffffff,0,0,0
85522b7bfffffff,0,0,0
85522b83fffffff,0,0,0
85522b87fffffff,0,0,0
85522b8bfffffff,0,0,0
85522b8ffffffff,0,0,0
85522b93fffffff,0,0,0
85522b97fffffff,0,0,0
85522b9bfffffff,0,0,0
85522ba3fffffff,0,0,0
85522ba7fffffff,0,0,0
85522babfffffff,0,0,0
85522baffffffff,0,0,0
85522bb3fffffff,0,0,0
85522bb7fffffff,0,0,0
85522bbbfffffff,0,0,0
85522bc3fffffff,0,0,0
85522bc7fffffff,0,0,0
85522bcbfffffff,0,0,0
85522bcffffffff,0,0,0
85522bd3fffffff,0,0,0
85522bd7fffffff,0,0,0
85522bdbfffffff,0,0,0
85522c03fffffff,3.6,0,3.6
85522c07fffffff,4.2,0,4.2
85522c0bfffffff,3.2,0,3.2
85522c0ffffffff,3.2,0,3.2
85522c13fffffff,4.6,0,4.6
85522c17fffffff,4.6,0,4.6
85522c1bfffffff,3.6,0,3.6
85522c23fffffff,3.2,0,3.2
85522c27fffffff,3.2,0,3.2
85522c2bfffffff,0,0,0
85522c2ffffffff,0,0,0
85522c33fffffff,4.2,0,4.2
85522c37fffffff,3.8,0,3.8
85522c3bfffffff,3.2,0,3.2
85522c43fffffff,0,0,0
85522c47fffffff,0,0,0
85522c4bfffffff,0,0,0
85522c4ffffffff,0,0,0
85522c53fffffff,2.6,0,2.6
85522c57fffffff,3.2,0,3.2
85522c5bfffffff,0,0,0
85522c63fffffff,0,0,0
85522c67fffffff,0,0,0
85522c6bfffffff,2,0,2
85522c6ffffffff,0,0,0
85522c73fffffff,0,0,0
85522c77fffffff,3.2,0,3.2
85522c7bfffffff,0,0,0
85522c83fffffff,5,0,5
85522c87fffffff,5,0,5
85522c8bfffffff,4,0,4
85522c8ffffffff,4.6,0,4.6
85522c93fffffff,4.4,0,4.4
85522c97fffffff,5,0,5
85522c9bfffffff,4,0,4
85522ca3fffffff,4.6,0,4.6
85522ca7fffffff,4.6,0,4.6
85522cabfffffff,4.6,0,4.6
85522caffffffff,4.2,0,4.2
85522cb3fffffff,5,0,5
85522cb7fffffff,4.6,0,4.6
85522cbbfffffff,4.6,0,4.6
85522cc3fffffff,3.6,0,3.6
85522cc7fffffff,3.6,0,3.6
85522ccbfffffff,2.6,0,2.6
85522ccffffffff,3.2,0,3.2
85522cd3fffffff,3,0,3
85522cd7fffffff,3.6,0,3.6
85522cdbfffffff,2.6,0,2.6
85522d03fffffff,0,0,0
85522d07fffffff,0,0,0
85522d0bfffffff,0,0,0
85522d0ffffffff,0,0,0
85522d13fffffff,3.8,0,3.8
85522d17fffffff,0,0,0
85522d1bfffffff,0,0,0
85522d23fffffff,0,0,0
85522d27fffffff,0,0,0
85522d2bfffffff,0,0,0
85522d2ffffffff,0,0,0
85522d33fffffff,0,0,0
85522d37fffffff,0,0,0
85522d3bfffffff,0,0,0
85522d43fffffff,0,0,0
85522d47fffffff,0,0,0
85522d4bfffffff,0,0,0
85522d4ffffffff,0,0,0
85522d53fffffff,0,0,0
85522d57fffffff,0,0,0
85522d5bfffffff,0,0,0
85522d63fffffff,0,0,0
85522d67fffffff,0,0,0
85522d6bfffffff,0,0,0
85522d6ffffffff,0,0,0
85522d73fffffff,0,0,0
85522d77fffffff,0,0,0
85522d7bfffffff,0,0,0
85522d83fffffff,3.8,0,3.8
85522d87fffffff,3.8,0,3.8
85522d8bfffffff,4.2,0,4.2
85522d8ffffffff,3.8,0,3.8
85522d93fffffff,4.2,0,4.2
85522d97fffffff,3.8,0,3.8
85522d9bfffffff,4.2,0,4.2
85522da3fffffff,0,0,0
85522da7fffffff,0,0,0
85522dabfffffff,0,0,0
85522daffffffff,0,0,0
85522db3fffffff,0,0,0
85522db7fffffff,0,0,0
85522dbbfffffff,0,0,0
85522dc3fffffff,4.2,0,4.2
85522dc7fffffff,3.8,0,3.8
85522dcbfffffff,3.8,0,3.8
85522dcffffffff,3.8,0,3.8
85522dd3fffffff,4.6,0,4.6
85522dd7fffffff,4.2,0,4.2
85522ddbfffffff,4.2,0,4.2
85522e03fffffff,2.2,0,2.2
85522e07fffffff,2.2,0,2.2
85522e0bfffffff,2.6,0,2.6
85522e0ffffffff,2.6,0,2.6
85522e13fffffff,1.8,0,1.8
85522e17fffffff,1.8,0,1.8
85522e1bfffffff,2.2,0,2.2
85522e23fffffff,2.6,0,2.6
85522e27fffffff,2.6,0,2.6
85522e2bfffffff,2.6,0,2.6
85522e2ffffffff,2.6,0,2.6
85522e33fffffff,2.2,0,2.2
85522e37fffffff,2.2,0,2.2
85522e3bfffffff,2.6,0,2.6
85522e43fffffff,2.6,0,2.6
85522e47fffffff,2.6,0,2.6
85522e4bfffffff,2.2,0,2.2
85522e4ffffffff,2.6,0,2.6
85522e53fffffff,2.2,0,2.2
85522e57fffffff,2.2,0,2.2
85522e5bfffffff,2.6,0,2.6
85522e63fffffff,2.6,0,2.6
85522e67fffffff,2.6,0,2.6
85522e6bfffffff,2.6,0,2.6
85522e6ffffffff,2.2,0,2.2
85522e73fffffff,2.6,0,2.6
85522e77fffffff,2.6,0,2.6
85522e7bfffffff,2.6,0,2.6
85522e83fffffff,1.4,0,1.4
85522e87fffffff,1.4,0,1.4
85522e8bfffffff,1.4,0,1.4
85522e8ffffffff,1.8,0,1.8
85522e93fffffff,0,0,0
85522e97fffffff,0,0,0
85522e9bfffffff,1.4,0,1.4
85522ea3fffffff,1.8,0,1.8
85522ea7fffffff,1.4,0,1.4
85522eabfffffff,1.8,0,1.8
85522eaffffffff,1.8,0,1.8
85522eb3fffffff,2,0,2
85522eb7fffffff,2,0,2
85522ebbfffffff,1.8,0,1.8
85522ec3fffffff,1.8,0,1.8
85522ec7fffffff,1.8,0,1.8
85522ecbfffffff,2.2,0,2.2
85522ecffffffff,2.2,0,2.2
85522ed3fffffff,1.4,0,1.4
85522ed7fffffff,1.4,0,1.4
85522edbfffffff,1.8,0,1.8
85523003fffffff,2.2,1.8,2.2
85523007fffffff,2.2,1.8,2.2
8552300bfffffff,2.2,1.8,2.2
8552300ffffffff,2.2,1.8,2.2
85523013fffffff,2.6,2.2,2.6
85523017fffffff,2.2,2.2,2.2
8552301bfffffff,2.2,2.2,2.2
85523023fffffff,2.6,0,2.6
85523027fffffff,2.6,0,2.6
8552302bfffffff,2.6,0,2.6
8552302ffffffff,2.6,0,2.6
85523033fffffff,2.2,0,2.2
85523037fffffff,2.2,0,2.2
8552303bfffffff,2.2,0,2.2
85523043fffffff,2.6,2.2,2.6
85523047fffffff,2.2,2.2,2.2
8552304bfffffff,2.6,2.6,2.6
8552304ffffffff,2.6,2.6,2.6
85523053fffffff,2.2,2.6,2.6
85523057fffffff,2.6,2.2,2.6
8552305bfffffff,2.6,2.6,2.6
85523063fffffff,2.2,2.2,2.2
85523067fffffff,2.6,1.8,2.6
8552306bfffffff,2.6,2.2,2.6
8552306ffffffff,2.6,2.2,2.6
85523073fffffff,2.2,1.8,2.2
85523077fffffff,2.2,1.8,2.2
8552307bfffffff,2.2,2.2,2.2
85523083fffffff,2.2,2.6,2.6
85523087fffffff,2.2,2.6,2.6
8552308bfffffff,2.6,2.6,2.6
8552308ffffffff,2.2,2.2,2.2
85523093fffffff,2.6,2.2,2.6
85523097fffffff,2.2,2.6,2.6
8552309bfffffff,2.6,2.2,2.6
855230a3fffffff,1.8,1.8,1.8
855230a7fffffff,1.8,0,1.8
855230abfffffff,1.8,1.8,1.8
855230affffffff,1.8,0,1.8
855230b3fffffff,1.8,2.2,2.2
855230b7fffffff,1.8,1.8,1.8
855230bbfffffff,2.2,2.2,2.2
855230c3fffffff,1.8,2.2,2.2
855230c7fffffff,2.2,2.6,2.6
855230cbfffffff,2.2,2.6,2.6
855230cffffffff,2.2,2.6,2.6
855230d3fffffff,1.8,1.8,1.8
855230d7fffffff,2.2,2.2,2.2
855230dbfffffff,1.8,2.2,2.2
85523103fffffff,2.2,0,2.2
85523107fffffff,2.6,0,2.6
8552310bfffffff,2.6,0,2.6
8552310ffffffff,2.6,0,2.6
85523113fffffff,2.2,0,2.2
85523117fffffff,2.6,0,2.6
8552311bfffffff,2.2,0,2.2
85523123fffffff,2.6,0,2.6
85523127fffffff,2.2,0,2.2
8552312bfffffff,2.6,0,2.6
8552312ffffffff,2.6,0,2.6
85523133fffffff,2.6,0,2.6
85523137fffffff,2.6,0,2.6
8552313bfffffff,2.6,0,2.6
85523143fffffff,2.2,0,2.2
85523147fffffff,2.2,0,2.2
8552314bfffffff,2.6,0,2.6
8552314ffffffff,2.6,0,2.6
85523153fffffff,2.6,0,2.6
85523157fffffff,2.6,0,2.6
8552315bfffffff,2.6,0,2.6
85523163fffffff,2.6,0,2.6
85523167fffffff,2.6,0,2.6
8552316bfffffff,2.6,0,2.6
8552316ffffffff,2.6,0,2.6
85523173fffffff,2.6,0,2.6
85523177fffffff,2.6,0,2.6
8552317bfffffff,2.6,0,2.6
85523183fffffff,1.8,0,1.8
85523187fffffff,2.2,0,2.2
8552318bfffffff,1.8,0,1.8
8552318ffffffff,2.2,0,2.2
85523193fffffff,1.8,0,1.8
85523197fffffff,2.2,0,2.2
8552319bfffffff,1.8,0,1.8
855231a3fffffff,2.6,0,2.6
855231a7fffffff,2.6,0,2.6
855231abfffffff,2.6,0,2.6
855231affffffff,2.6,0,2.6
855231b3fffffff,2.6,0,2.6
855231b7fffffff,2.2,0,2.2
855231bbfffffff,2.6,0,2.6
855231c3fffffff,2.2,0,2.2
855231c7fffffff,2.2,0,2.2
855231cbfffffff,2.6,0,2.6
855231cffffffff,2.6,0,2.6
855231d3fffffff,1.8,0,1.8
855231d7fffffff,1.8,0,1.8
855231dbfffffff,2.2,0,2.2
85523297fffffff,2.6,2.2,2.6
855232a3fffffff,2.2,2.2,2.2
855232a7fffffff,2.2,2.6,2.6
855232b3fffffff,2.2,2.2,2.2
855232b7fffffff,2.6,2.6,2.6
85523303fffffff,2.6,2.2,2.6
85523307fffffff,2.6,1.8,2.6
8552330bfffffff,2.6,2.6,2.6
8552330ffffffff,2.6,2.2,2.6
85523313fffffff,2.6,2.2,2.6
85523317fffffff,2.6,1.8,2.6
8552331bfffffff,2.2,2.2,2.2
85523323fffffff,2.2,1.8,2.2
85523327fffffff,0,0,0
8552332bfffffff,2.6,1.8,2.6
8552332ffffffff,0,0,0
85523333fffffff,2.6,0,2.6
85523337fffffff,2.2,0,2.2
8552333bfffffff,2.6,1.8,2.6
85523343fffffff,2.6,2.2,2.6
85523347fffffff,2.6,2.2,2.6
85523353fffffff,2.6,2.2,2.6
85523357fffffff,2.6,2.6,2.6
85523363fffffff,0,0,0
85523367fffffff,0,0,0
8552336bfffffff,2.6,2.2,2.6
8552336ffffffff,0,0,0
85523373fffffff,2.6,2.6,2.6
85523377fffffff,2.6,2.2,2.6
8552337bfffffff,2.6,2.2,2.6
85523383fffffff,2.6,1.8,2.6
85523387fffffff,2.6,0,2.6
8552338bfffffff,2.6,1.8,2.6
8552338ffffffff,2.6,1.8,2.6
85523393fffffff,2.6,0,2.6
85523397fffffff,2.6,0,2.6
8552339bfffffff,2.6,1.8,2.6
855233a3fffffff,2.6,0,2.6
855233a7fffffff,2.6,0,2.6
855233abfffffff,2.6,0,2.6
855233affffffff,2.6,0,2.6
855233b3fffffff,2.6,0,2.6
855233b7fffffff,2.6,0,2.6
855233bbfffffff,2.6,0,2.6
855233c3fffffff,2.6,2.6,2.6
855233c7fffffff,2.6,2.2,2.6
855233cffffffff,2.6,2.6,2.6
855233d3fffffff,2.6,2.6,2.6
855233d7fffffff,2.6,2.2,2.6
855233dbfffffff,2.6,2.2,2.6
85523403fffffff,2.6,0,2.6
85523407fffffff,2.6,0,2.6
8552340bfffffff,2.6,0,2.6
8552340ffffffff,2.2,0,2.2
85523413fffffff,2.6,0,2.6
85523417fffffff,2.6,0,2.6
8552341bfffffff,2.6,0,2.6
85523423fffffff,2.2,1.8,2.2
85523427fffffff,2.2,2.2,2.2
8552342bfffffff,2.6,1.8,2.6
8552342ffffffff,2.2,2.2,2.2
85523433fffffff,2.2,0,2.2
85523437fffffff,2.2,1.8,2.2
8552343bfffffff,2.2,0,2.2
85523443fffffff,2.6,0,2.6
85523447fffffff,2.6,0,2.6
8552344bfffffff,2.2,0,2.2
8552344ffffffff,2.6,0,2.6
85523453fffffff,2.6,0,2.6
85523457fffffff,2.6,0,2.6
8552345bfffffff,3.2,0,3.2
85523463fffffff,2.2,0,2.2
85523467fffffff,2.6,1.8,2.6
8552346bfffffff,2.2,1.8,2.2
8552346ffffffff,2.2,1.8,2.2
85523473fffffff,2.6,0,2.6
85523477fffffff,2.6,0,2.6
8552347bfffffff,2.2,0,2.2
85523483fffffff,2.2,0,2.2
85523487fffffff,2.6,0,2.6
8552348bfffffff,2.6,0,2.6
8552348ffffffff,2.6,0,2.6
85523493fffffff,1.8,0,1.8
85523497fffffff,2.2,0,2.2
8552349bfffffff,2.2,0,2.2
855234a3fffffff,2.2,0,2.2
855234a7fffffff,2.2,0,2.2
855234abfffffff,2.6,0,2.6
855234affffffff,2.6,0,2.6
855234b3fffffff,2.6,0,2.6
855234b7fffffff,2.2,0,2.2
855234bbfffffff,2.2,0,2.2
855234c3fffffff,2.6,0,2.6
855234c7fffffff,2.6,0,2.6
855234cbfffffff,3.2,0,3.2
855234cffffffff,2.6,0,2.6
855234d3fffffff,2.2,0,2.2
855234d7fffffff,2.2,0,2.2
855234dbfffffff,3.2,0,3.2
85523503fffffff,2.2,2.2,2.2
85523507fffffff,2.2,1.8,2.2
8552350bfffffff,2.2,2.2,2.2
8552350ffffffff,2.2,1.8,2.2
85523513fffffff,2.6,2.6,2.6
85523517fffffff,2.6,2.2,2.6
8552351bfffffff,2.6,2.6,2.6
85523523fffffff,2.2,0,2.2
85523527fffffff,2.2,0,2.2
8552352bfffffff,1.8,0,1.8
8552352ffffffff,1.8,0,1.8
85523533fffffff,2.2,0,2.2
85523537fffffff,2.2,0,2.2
8552353bfffffff,1.8,0,1.8
85523543fffffff,2.2,2.6,2.6
85523547fffffff,2.2,2.2,2.2
8552354bfffffff,1.8,2.6,2.6
8552354ffffffff,1.8,2.2,2.2
85523553fffffff,2.2,2.2,2.2
85523557fffffff,2.6,2.6,2.6
8552355bfffffff,1.8,2.2,2.2
85523563fffffff,1.8,1.8,1.8
85523567fffffff,1.4,0,1.4
8552356bfffffff,1.8,0,1.8
8552356ffffffff,1.8,0,1.8
85523573fffffff,2.2,1.8,2.2
85523577fffffff,1.8,1.8,1.8
8552357bfffffff,1.8,1.8,1.8
85523583fffffff,2.2,2.6,2.6
85523587fffffff,2.6,2.2,2.6
8552358bfffffff,2.6,2.6,2.6
8552358ffffffff,2.6,2.2,2.6
85523593fffffff,2.2,2.6,2.6
85523597fffffff,2.6,2.6,2.6
8552359bfffffff,2.2,2.2,2.2
855235a3fffffff,2.6,1.8,2.6
855235a7fffffff,2.2,0,2.2
855235abfffffff,2.6,1.8,2.6
855235affffffff,2.6,0,2.6
855235b3fffffff,2.2,1.8,2.2
855235b7fffffff,2.2,0,2.2
855235bbfffffff,2.6,1.8,2.6
855235c3fffffff,2.6,2.2,2.6
855235c7fffffff,2.6,2.2,2.6
855235cbfffffff,2.2,2.2,2.2
855235cffffffff,2.2,2.2,2.2
855235d3fffffff,2.6,1.8,2.6
855235d7fffffff,2.6,2.2,2.6
855235dbfffffff,2.6,1.8,2.6
85523603fffffff,2.6,2.6,2.6
85523607fffffff,2.2,2.2,2.2
8552360bfffffff,2.6,2.2,2.6
8552360ffffffff,2.6,2.6,2.6
85523613fffffff,2.2,2.2,2.2
85523617fffffff,2.2,2.2,2.2
8552361bfffffff,2.6,2.6,2.6
85523623fffffff,2.2,2.6,2.6
85523627fffffff,2.2,2.6,2.6
8552362bfffffff,2.6,2.2,2.6
8552362ffffffff,2.6,2.6,2.6
85523633fffffff,2.2,2.2,2.2
85523637fffffff,1.8,2.2,2.2
8552363bfffffff,2.2,2.6,2.6
85523657fffffff,2.2,2.2,2.2
85523673fffffff,2.2,2.2,2.2
85523677fffffff,2.6,2.2,2.6
85523683fffffff,2.2,1.8,2.2
85523687fffffff,2.2,0,2.2
8552368bfffffff,2.2,2.2,2.2
8552368ffffffff,1.8,1.8,1.8
85523693fffffff,3.2,2.4,3.2
85523697fffffff,2.6,0,2.6
8552369bfffffff,3.2,2.8,3.2
855236a3fffffff,2.2,1.8,2.2
855236a7fffffff,1.8,1.8,1.8
855236abfffffff,1.8,1.8,1.8
855236affffffff,1.8,1.8,1.8
855236b3fffffff,2.2,0,2.2
855236b7fffffff,2.2,0,2.2
855236bbfffffff,1.8,1.8,1.8
855236c3fffffff,2.6,2.2,2.6
855236c7fffffff,2.2,2.6,2.6
855236cffffffff,2.6,2.2,2.6
855236d3fffffff,2.6,2.6,2.6
855236d7fffffff,2.6,2.6,2.6
85524403fffffff,0,0,0
85524407fffffff,0,0,0
85524413fffffff,0,0,0
85524417fffffff,0,0,0
8552441bfffffff,0,0,0
85524453fffffff,0,0,0
85524483fffffff,0,0,0
85524487fffffff,0,0,0
8552448bfffffff,0,0,0
8552448ffffffff,0,0,0
85524493fffffff,0,0,0
85524497fffffff,0,0,0
8552449bfffffff,0,0,0
855244a3fffffff,0,0,0
855244a7fffffff,0,0,0
855244abfffffff,0,0,0
855244affffffff,0,0,0
855244b3fffffff,0,0,0
855244b7fffffff,0,0,0
855244bbfffffff,0,0,0
855244c3fffffff,0,0,0
855244c7fffffff,0,0,0
855244cbfffffff,0,0,0
855244cffffffff,0,0,0
855244d3fffffff,0,0,0
855244d7fffffff,0,0,0
855244dbfffffff,0,0,0
85524583fffffff,0,0,0
85524587fffffff,0,0,0
85524593fffffff,0,0,0
85524597fffffff,0,0,0
8552459bfffffff,0,0,0
855245d3fffffff,0,0,0
855245d7fffffff,0,0,0
855254d3fffffff,0,0,0
855254dbfffffff,1.4,0,1.4
85525693fffffff,1.8,0,1.8
8552569bfffffff,1.8,0,1.8
85526003fffffff,0,0,0
85526007fffffff,0,0,0
8552600bfffffff,0,0,0
8552600ffffffff,0,0,0
85526013fffffff,0,0,0
85526017fffffff,0,0,0
8552601bfffffff,0,0,0
